# cl_TT                  cl_TE                    cl_EE
2.535766099817287341e+03 4.687753676353806043e+01 8.940195965480651097e+00
2.519273224640374337e+03 4.577859981870589934e+01 8.968217625300695772e+00
2.503244662716354924e+03 4.467151793433998108e+01 8.994439879990176578e+00
2.487678419464279614e+03 4.355685779560305093e+01 9.018874710107899872e+00
2.472574743700315139e+03 4.243512387912193162e+01 9.041544483696306145e+00
2.457926649452746915e+03 4.130693778162460461e+01 9.062373704521098361e+00
2.443735195116196337e+03 4.017285034554954848e+01 9.081495173754170480e+00
2.430017655017770267e+03 3.903381810425511134e+01 9.098597340635022235e+00
2.416784396207958707e+03 3.789053730332710046e+01 9.113722375547453680e+00
2.404002224738609584e+03 3.674313778873489156e+01 9.127114189950669143e+00
2.391672516584467303e+03 3.559213282793658095e+01 9.138874165322178555e+00
2.379792620703156445e+03 3.443807324200466979e+01 9.148935464036032528e+00
2.368357932813154548e+03 3.328164610604407869e+01 9.157394776258986013e+00
2.357369015230669447e+03 3.212358880752184120e+01 9.164229244425577292e+00
2.346813377608004885e+03 3.096462487967395205e+01 9.169393507322237014e+00
2.336687907195999287e+03 2.980543609778949588e+01 9.173012078416974191e+00
2.327037344587743519e+03 2.864853847711589552e+01 9.174575659656682092e+00
2.317804630994966828e+03 2.749306999749333613e+01 9.174486690989704485e+00
2.308981344483395333e+03 2.633973235219891507e+01 9.172927026538562956e+00
2.300567506474627407e+03 2.518915815352397303e+01 9.169817009897400339e+00
2.292550655287128848e+03 2.404189501247584104e+01 9.165185612432404483e+00
2.284936375965609386e+03 2.289850316618616688e+01 9.159064310952160781e+00
2.277716068902978350e+03 2.175953720570090510e+01 9.151497917693092177e+00
2.270874173762289956e+03 2.062552641966026457e+01 9.142569174099183016e+00
2.264447795180923094e+03 1.949841320216452445e+01 9.131952837928379196e+00
2.258409037977862681e+03 1.837859003717851891e+01 9.119867121012719124e+00
2.252745236961389310e+03 1.726549880580446583e+01 9.106472805380168012e+00
2.247447713507318440e+03 1.615974687951230138e+01 9.091748220945131465e+00
2.242516512752029030e+03 1.506184419594113777e+01 9.075751481030092549e+00
2.237938602252092096e+03 1.397241076806705529e+01 9.058512847802894896e+00
2.233717792640351945e+03 1.289200293690726795e+01 9.039965041272413515e+00
2.229846501530927071e+03 1.182109253507497471e+01 9.020216056725983478e+00
2.226319901881694932e+03 1.076061210523419120e+01 8.999232938966086337e+00
2.223161424169534257e+03 9.712991291268615157e+00 8.976818807567511271e+00
2.220322158762849540e+03 8.675934089187194331e+00 8.953465697506036491e+00
