# cl_TT                  cl_TE                    cl_EE
2.940046298581554311e+03 6.725614056228016580e+01 4.070857407978000886e+00
2.923850990864137202e+03 6.783214851819185753e+01 4.167872823203593313e+00
2.907491279937688432e+03 6.839348070232475152e+01 4.266094348197366770e+00
2.890960569508551089e+03 6.893890713223022715e+01 4.365395398475876654e+00
2.874274548185627737e+03 6.946942635522268006e+01 4.465797958537187640e+00
2.857434047730441307e+03 6.998529410767666548e+01 4.567249731417022396e+00
2.840439899756024261e+03 7.048602331433397694e+01 4.669698422258523607e+00
2.823300743356698604e+03 7.097178411008098919e+01 4.773243835036137916e+00
2.806026734602573015e+03 7.144240406158252199e+01 4.877702760559361472e+00
2.788620980326774770e+03 7.189762510878665580e+01 4.983192655627746603e+00
2.771094015528775344e+03 7.233718921136370739e+01 5.089682412450917681e+00
2.753456375008342093e+03 7.276009551254591656e+01 5.197140925740621142e+00
2.735703736646679772e+03 7.316608600795942152e+01 5.305611376304425697e+00
2.717854063136923742e+03 7.355490270930309293e+01 5.414988380633506182e+00
2.699910460209890516e+03 7.392628764297732857e+01 5.525315125011968753e+00
2.681876033309579270e+03 7.427998284864341372e+01 5.636560515112559067e+00
2.663746459216096355e+03 7.461573037771810846e+01 5.748619176103714423e+00
2.645547127768548307e+03 7.493178662175935756e+01 5.861608586770182150e+00
2.627266286683114686e+03 7.522937932099937086e+01 5.975423378612055636e+00
2.608921896674613890e+03 7.550750771750645640e+01 6.090106753474433532e+00
2.590517061323579128e+03 7.576591389358266326e+01 6.205553349657478179e+00
2.572047455394644203e+03 7.600433993500411134e+01 6.321732092546487713e+00
2.553531038205554523e+03 7.622252792926163067e+01 6.438760478239203167e+00
2.534970911844101465e+03 7.642096279880908583e+01 6.556458872657450421e+00
2.516377606187546007e+03 7.659864379420203306e+01 6.674870496192749414e+00
2.497746793821347637e+03 7.675531299738443636e+01 6.793964289825363601e+00
2.479081575060503383e+03 7.689145531990598670e+01 6.913783482259040269e+00
2.460407334622047983e+03 7.700681283110249353e+01 7.034222739543300129e+00
2.441704886446504133e+03 7.710038475634708277e+01 7.155251015710388351e+00
2.422999613876578678e+03 7.717265598040391694e+01 7.276837269401418951e+00
2.404279757782358047e+03 7.722411137569163486e+01 7.398950463993656079e+00
2.385563271694008563e+03 7.725375013058820173e+01 7.521633851228481049e+00
2.366845823333217595e+03 7.726205708793285964e+01 7.644856404329524402e+00
2.348137936350586642e+03 7.724803140338183027e+01 7.768512818122983887e+00
2.329442705264160850e+03 7.721215788402216162e+01 7.892572076159609651e+00
2.310763223802265202e+03 7.715566415192400029e+01 8.017077450827843066e+00
